AE_Gujarat 2022
Assembly_No,month,District_Name,Sub_Region,Constituency,Type,Number,Candidate,Sex,Age,Party,Position,Votes,Electors,Valid_Votes,Vote_Share,Turnout_Percentage,Margin,Margin_Percentage,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,N_Cand,ENOP,pid,Deposit_Lost,Party_Type_TCPD,Party_ID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc
14,12,Banaskantha,North Gujarat,DHANERA,GEN,9,DINESHBHAI PATAJI CHAUHAN,M,49,IND,6,1395,268775,204561,0.68,76.11,265,0.13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.94,AEGJ101311,yes,Independents,10809,12th Pass,Labourer or Daily Wage,,,
14,12,Banaskantha,North Gujarat,DHANERA,GEN,9,DEVDA SURESHKUMAR TRIKAMAJI,M,30,AAAP,7,1130,268775,204561,0.55,76.11,156,0.08,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.94,AEGJ101308,yes,State-based Party (Other State),13,Graduate,Agriculture,,,
14,12,Banaskantha,North Gujarat,DHANERA,GEN,9,DALPATJI KESARJI CHAUHAN,M,39,IND,8,974,268775,204561,0.48,76.11,547,0.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.94,AEGJ101310,yes,Independents,10809,8th Pass,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,DHANERA,GEN,9,LASHABHAI LAVAJIBHAI BAJAG,M,61,Janata Dal(Secular),9,427,268775,204561,0.21,76.11,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.94,AEGJ101309,yes,State-based Party,10979,5th Pass,Agricultural Labour,,,
14,12,Banaskantha,North Gujarat,DANTA,ST,10,KANTIBHAI KALABHAI KHARADI,M,53,INC,1,85134,257803,183417,46.42,71.15,6327,3.45,TRUE,3,INC,3482,DANTA,TRUE,TRUE,3,FALSE,TRUE,TRUE,4,2.5,AEGJ12819,no,National Party,3482,8th Pass,Agriculture,,Social Work,
14,12,Banaskantha,North Gujarat,DANTA,ST,10,PARGHI LATUBHAI CHANDABHAI,M,55,BJP,2,78807,257803,183417,42.97,71.15,66626,36.32,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,4,2.5,AEGJ101313,no,National Party,1605,8th Pass,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,DANTA,ST,10,BUMBADIYA MAHENDRABHAI KESHARABHAI,M,70,AAAP,3,12181,257803,183417,6.64,71.15,6968,3.8,TRUE,2,IND,10809,DANTA,TRUE,FALSE,0,FALSE,FALSE,FALSE,4,2.5,AEGJ101314,yes,State-based Party (Other State),13,10th Pass,Retired or Pension,,,
14,12,Banaskantha,North Gujarat,DANTA,ST,10,NOTA,,,None of the Above,4,5213,257803,183417,2.84,71.15,3131,1.71,TRUE,,,,,,,,,,,4,2.5,,,,,,,,,
14,12,Banaskantha,North Gujarat,DANTA,ST,10,DHRANGI KALABHAI MAVABHAI,M,36,IND,5,2082,257803,183417,1.14,71.15,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,4,2.5,AEGJ101315,yes,Independents,10809,12th Pass,Agriculture,,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,JIGNESH MEVANI,M,42,INC,1,94765,295281,197420,48,66.86,4928,2.5,TRUE,2,IND,10809,VADGAM,TRUE,FALSE,2,FALSE,TRUE,TRUE,11,2.27,AEGJ1637,no,National Party,3482,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,MANIBHAI JETHABHAI VAGHELA,M,68,BJP,2,89837,295281,197420,45.51,66.86,85344,43.23,TRUE,4,INC,3482,IDAR,FALSE,FALSE,1,TRUE,FALSE,TRUE,11,2.27,AEGJ12267,no,National Party,1605,10th Pass,Agriculture,,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,DALPATBHAI DAHYABHAI BHATIYA,M,50,AAAP,3,4493,295281,197420,2.28,66.86,1616,0.82,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.27,AEGJ101320,yes,State-based Party (Other State),13,10th Pass,Agriculture,,Social Work,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,NOTA,,,None of the Above,4,2877,295281,197420,1.46,66.86,643,0.33,TRUE,,,,,,,,,,,11,2.27,,,,,,,,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,SUNDHIYA KALPESHKUMAR RAMESHBHAI,M,36,AIMIM,5,2234,295281,197420,1.13,66.86,1039,0.53,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.27,AEGJ101321,yes,State-based Party (Other State),706,12th Pass,Business,,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,MAHESWARI MANJULABEN VANRAJBHAI,F,42,IND,6,1195,295281,197420,0.61,66.86,547,0.28,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.27,AEGJ101325,yes,Independents,10809,Literate,Other,Household,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,SOLANKI RAJANIKANT HIRABHAI,M,42,BSP,7,648,295281,197420,0.33,66.86,189,0.1,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.27,AEGJ101317,yes,State-based Party (Other State),16651,8th Pass,Other,,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,BHATIYA PIYUSHBHAI BHIKHABHAI,M,29,IND,8,459,295281,197420,0.23,66.86,169,0.09,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.27,AEGJ101324,yes,Independents,10809,12th Pass,Liberal Profession or Professional,Journalist or Editor,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,DATTULBHAI SOMALAL JOSHI,M,41,IND,9,290,295281,197420,0.15,66.86,66,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.27,AEGJ101322,yes,Independents,10809,12th Pass,Small Business or Self-employed,Shop Keeper,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,DINESHKUMAR ALJIBHAI SOLANKI,M,46,IND,10,224,295281,197420,0.11,66.86,4,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.27,AEGJ101323,yes,Independents,10809,12th Pass,Labourer or Daily Wage,,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,JAYSHRIBEN DAHYABHAI PARMAR,F,25,Pachchasi Parivartan Samaj Party,11,220,295281,197420,0.11,66.86,42,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.27,AEGJ101318,yes,Local Party,25024,Others,Other,,,
14,12,Banaskantha,North Gujarat,VADGAM,SC,11,DABHI SHARMISHTABEN LALJIBHAI,F,44,Janata Dal(Secular),12,178,295281,197420,0.09,66.86,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.27,AEGJ101319,yes,State-based Party,10979,12th Pass,Small Business or Self-employed,,,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,ANIKET GIRISHBHAI THAKER,M,51,BJP,1,95588,284560,180603,52.93,63.47,26980,14.94,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,9,2.38,AEGJ101326,no,National Party,1605,Graduate,Business,,,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,MAHESHKUMAR AMRUTLAL PATEL,M,56,INC,2,68608,284560,180603,37.99,63.47,59002,32.67,TRUE,3,INC,3482,PALANPUR,TRUE,TRUE,2,FALSE,TRUE,TRUE,9,2.38,AEGJ12838,no,National Party,3482,10th Pass,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,RAMESHKUMAR KHEMRAJBHAI NABHANI,M,52,AAAP,3,9606,284560,180603,5.32,63.47,6904,3.82,TRUE,2,AAAP,13,PALANPUR,TRUE,TRUE,0,FALSE,FALSE,TRUE,9,2.38,AEGJ1659,yes,State-based Party (Other State),13,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,NOTA,,,None of the Above,4,2702,284560,180603,1.5,63.47,1435,0.79,TRUE,,,,,,,,,,,9,2.38,,,,,,,,,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,SHAILESHBHAI KARSHANBHAI PARMAR,M,33,BSP,5,1267,284560,180603,0.7,63.47,303,0.17,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.38,AEGJ101327,yes,State-based Party (Other State),16651,8th Pass,Other,,,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,MANISH BRAHMBHATT (KRANTIKARI),M,37,IND,6,964,284560,180603,0.53,63.47,85,0.05,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.38,AEGJ101332,yes,Independents,10809,Graduate,Other,,,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,SHRIMALI ASHOKBHAI BALCHANDBHAI,M,53,IND,7,879,284560,180603,0.49,63.47,533,0.3,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.38,AEGJ101333,yes,Independents,10809,10th Pass,Labourer or Daily Wage,,,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,PARMAR CHHAGANCHANDARAJ DHANABHAI,M,56,IND,8,346,284560,180603,0.19,63.47,13,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.38,AEGJ101331,yes,Independents,10809,10th Pass,Labourer or Daily Wage,,Social Work,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,CHUNARA GULSHANBEN AHEMADBHAI,F,45,IND,9,333,284560,180603,0.18,63.47,23,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.38,AEGJ101329,yes,Independents,10809,5th Pass,Other,,,
14,12,Banaskantha,North Gujarat,PALANPUR,GEN,12,JAVIDKHAN JAFARKHAN PARMAR,M,40,IND,10,310,284560,180603,0.17,63.47,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.38,AEGJ101330,yes,Independents,10809,12th Pass,Other,,,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,PRAVINKUMAR GORDHANJI MALI,M,37,BJP,1,98006,289567,215356,45.51,74.37,42647,19.8,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,11,3.12,AEGJ101334,no,National Party,1605,Graduate,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,SANJAYKUMAR GOVABHAI RABARI,M,37,INC,2,55359,289567,215356,25.71,74.37,10301,4.78,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101335,no,National Party,3482,Graduate,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,LEBJIBHAI THAKOR,M,51,IND,3,45058,289567,215356,20.92,74.37,35730,16.59,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101343,no,Independents,10809,10th Pass,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,DR.RAMESHBHAI PATEL,M,38,AAAP,4,9328,289567,215356,4.33,74.37,6477,3.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101338,yes,State-based Party (Other State),13,Others,Liberal Profession or Professional,Doctor,,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,NOTA,,,None of the Above,5,2851,289567,215356,1.32,74.37,1615,0.75,TRUE,,,,,,,,,,,11,3.12,,,,,,,,,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,VAGHELA GAJUBHA MOHANSING,M,31,IND,6,1236,289567,215356,0.57,74.37,292,0.14,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101344,yes,Independents,10809,12th Pass,Business,Agricultural Business,Agriculture,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,ASHOKBHAI POPATBHAI PARMAR,M,25,Garvi Gujarat Party,7,944,289567,215356,0.44,74.37,10,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101336,yes,Local Party,24361,Graduate,Agriculture,,,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,JAYANTIBHAI NAVABHAI CHAUDHARY,M,26,IND,8,934,289567,215356,0.43,74.37,400,0.19,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101340,yes,Independents,10809,10th Pass,Small Business or Self-employed,,,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,PATEL JAYANTIBHAI SAGTHABHAI,M,44,IND,9,534,289567,215356,0.25,74.37,84,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101342,yes,Independents,10809,10th Pass,Small Business or Self-employed,,,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,SONI NITINKUMAR,M,40,Praja Vijay Paksh,10,450,289567,215356,0.21,74.37,118,0.05,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101339,yes,,25135,10th Pass,Business,,,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,DINESHBHAI SAGTHABHAI PATEL,M,41,IND,11,332,289567,215356,0.15,74.37,8,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101341,yes,Independents,10809,12th Pass,Small Business or Self-employed,,,
14,12,Banaskantha,North Gujarat,DEESA,GEN,13,JASHVANTKUMAR PADHIYAR,M,36,National Maha Sabha Party,12,324,289567,215356,0.15,74.37,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.12,AEGJ101337,yes,,25137,Graduate,Business,,,
14,12,Banaskantha,North Gujarat,DEODAR,GEN,14,KESHAJI SHIVAJI CHAUHAN,M,60,BJP,1,109123,253187,192603,56.66,76.07,38414,19.94,TRUE,6,BJP,1605,DEODAR,TRUE,TRUE,2,FALSE,FALSE,TRUE,5,2.22,AEGJ8315,no,National Party,1605,12th Pass,Agriculture,,,
14,12,Banaskantha,North Gujarat,DEODAR,GEN,14,SHIVABHAI AMARABHAI BHURIYA,M,69,INC,2,70709,253187,192603,36.71,76.07,65644,34.08,TRUE,2,INC,3482,DEODAR,TRUE,TRUE,1,FALSE,TRUE,TRUE,5,2.22,AEGJ406,no,National Party,3482,Literate,Agriculture,,Social Work,
14,12,Banaskantha,North Gujarat,DEODAR,GEN,14,BHEMABHAI RAGNATHBHAI CHAUDHARY,M,49,AAAP,3,5065,253187,192603,2.63,76.07,1994,1.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,2.22,AEGJ101348,yes,State-based Party (Other State),13,Post Graduate,Agriculture,,,
14,12,Banaskantha,North Gujarat,DEODAR,GEN,14,NOTA,,,None of the Above,4,3071,253187,192603,1.59,76.07,605,0.31,TRUE,,,,,,,,,,,5,2.22,,,,,,,,,
14,12,Banaskantha,North Gujarat,DEODAR,GEN,14,MANSUNGBHAI MASHRUBHAI PARMAR,M,33,BSP,5,2466,253187,192603,1.28,76.07,297,0.15,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,2.22,AEGJ101346,yes,State-based Party (Other State),16651,8th Pass,Business,Contractor,,
14,12,Banaskantha,North Gujarat,DEODAR,GEN,14,NAYANSINH NARSINHBHAI PADHAR,M,40,Praja Vijay Paksh,6,2169,253187,192603,1.13,76.07,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,2.22,AEGJ101347,yes,,25135,Graduate Professional,Liberal Profession or Professional,Doctor,,
14,12,Banaskantha,North Gujarat,KANKREJ,GEN,15,AMRUTJI MOTIJI THAKOR,M,50,INC,1,96624,291496,202088,47.81,69.33,5295,2.62,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,7,2.33,AEGJ101349,no,National Party,3482,12th Pass,Agriculture,,,
14,12,Banaskantha,North Gujarat,KANKREJ,GEN,15,VAGHELA KIRTISINH PRABHATSINH,M,53,BJP,2,91329,291496,202088,45.19,69.33,86268,42.69,TRUE,3,BJP,1605,KANKREJ,TRUE,TRUE,1,FALSE,TRUE,TRUE,7,2.33,AEGJ12868,no,National Party,1605,Graduate,Business,Agricultural Business,Politics,MLA
14,12,Banaskantha,North Gujarat,KANKREJ,GEN,15,MUKESHKUMAR SOMALAL THAKKAR,M,49,AAAP,3,5061,291496,202088,2.5,69.33,1250,0.62,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101351,yes,State-based Party (Other State),13,10th Pass,Salaried Work or Employed,Managerial Position,,
14,12,Banaskantha,North Gujarat,KANKREJ,GEN,15,NOTA,,,None of the Above,4,3811,291496,202088,1.89,69.33,1672,0.83,TRUE,,,,,,,,,,,7,2.33,,,,,,,,,
14,12,Banaskantha,North Gujarat,KANKREJ,GEN,15,MAHESHBHAI VERSHIBHAI MAKAVANA,M,35,BSP,5,2139,291496,202088,1.06,69.33,897,0.44,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101350,yes,State-based Party (Other State),16651,5th Pass,Labourer or Daily Wage,Taxi Driver,,
14,12,Banaskantha,North Gujarat,KANKREJ,GEN,15,CHAUDHARI BABUBHAI MAHDEVBHAI,M,38,IND,6,1242,291496,202088,0.61,69.33,191,0.09,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101353,yes,Independents,10809,Graduate,Business,,,
14,12,Banaskantha,North Gujarat,KANKREJ,GEN,15,THAKOR GANDAJI MANAJI,M,50,IND,7,1051,291496,202088,0.52,69.33,220,0.11,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101354,yes,Independents,10809,12th Pass,Agriculture,,,
14,12,Banaskantha,North Gujarat,KANKREJ,GEN,15,RATHOD MAVJI BHEMAJI,M,54,Jan Sewa Driver Party,8,831,291496,202088,0.41,69.33,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101352,yes,Local Party,25150,5th Pass,Agriculture,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Lavingji Muljiji Solanki,M,67,BJP,1,104512,302759,198308,52.7,65.5,22467,11.33,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,11,2.22,AEGJ101355,no,National Party,1605,Literate,Agriculture,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Raghubhai Merajbhai Desai,M,56,INC,2,82045,302759,198308,41.37,65.5,78474,39.57,TRUE,4,INC,3482,RADHANPUR,TRUE,TRUE,1,FALSE,TRUE,TRUE,11,2.22,AEGJ12201,no,National Party,3482,Graduate,Business,Real Estate or Builder or Developer or Construction,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,NOTA,,,None of the Above,3,3571,302759,198308,1.8,65.5,932,0.47,TRUE,,,,,,,,,,,11,2.22,,,,,,,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Thakor Lalabhai Raghubhai,M,35,AAAP,4,2639,302759,198308,1.33,65.5,1080,0.54,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.22,AEGJ101359,yes,State-based Party (Other State),13,Post Graduate,Agriculture,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Sadhu Mayaram Karsandas,M,53,IND,5,1559,302759,198308,0.79,65.5,407,0.21,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.22,AEGJ101364,yes,Independents,10809,5th Pass,Labourer or Daily Wage,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Sadhu Devendarkumar Sitaramdas,M,38,Gujarat Nav Nirman Sena,6,1152,302759,198308,0.58,65.5,367,0.19,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.22,AEGJ101356,yes,Local Party,24146,8th Pass,Business,Agricultural Business,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Thakor Versiji Dhamaji,M,72,IND,7,785,302759,198308,0.4,65.5,114,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.22,AEGJ101361,yes,Independents,10809,Literate,Agriculture,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Patel Pankajkumar Atmaram,M,59,IND,8,671,302759,198308,0.34,65.5,218,0.11,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.22,AEGJ101363,yes,Independents,10809,10th Pass,Retired or Pension,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Tanna Girdharibhai Chunilal,M,47,IND,9,453,302759,198308,0.23,65.5,105,0.05,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.22,AEGJ101362,yes,Independents,10809,10th Pass,Labourer or Daily Wage,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Dolsangji D Thakor,M,54,Jan Sewa Driver Party,10,348,302759,198308,0.18,65.5,47,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.22,AEGJ101357,yes,Local Party,25150,8th Pass,Agriculture,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Kishan Kalubhai Thakor,M,26,IND,11,301,302759,198308,0.15,65.5,29,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.22,AEGJ101360,yes,Independents,10809,Literate,Other,,,
14,12,Patan,North Gujarat,RADHANPUR,GEN,16,Raval Bhurabhai Motibhai,M,63,SP,12,272,302759,198308,0.14,65.5,0,0,TRUE,3,IND,10809,RADHANPUR,TRUE,FALSE,0,FALSE,FALSE,FALSE,11,2.22,AEGJ11056,yes,State-based Party (Other State),7425,Illiterate,Labourer or Daily Wage,,,
14,12,Patan,North Gujarat,CHANASMA,GEN,17,Thakor Dineshbhai Ataji,M,52,INC,1,86406,292322,186118,46.43,63.67,1404,0.75,TRUE,3,IND,10809,CHANASMA,TRUE,FALSE,1,FALSE,FALSE,TRUE,7,2.33,AEGJ12886,no,National Party,3482,12th Pass,Agriculture,,Social Work,
14,12,Patan,North Gujarat,CHANASMA,GEN,17,Dilipkumar Virajibhai Thakor,M,63,BJP,2,85002,292322,186118,45.67,63.67,77416,41.6,TRUE,8,BJP,1605,CHANASMA,TRUE,TRUE,5,FALSE,TRUE,TRUE,7,2.33,AEGJ291,no,National Party,1605,10th Pass,Business,Agricultural Business,Agriculture,
14,12,Patan,North Gujarat,CHANASMA,GEN,17,Vishnubhai Jorabhai Patel,M,58,AAAP,3,7586,292322,186118,4.08,63.67,4293,2.31,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101367,yes,State-based Party (Other State),13,10th Pass,Business,,,
14,12,Patan,North Gujarat,CHANASMA,GEN,17,NOTA,,,None of the Above,4,3293,292322,186118,1.77,63.67,1835,0.99,TRUE,,,,,,,,,,,7,2.33,,,,,,,,,
14,12,Patan,North Gujarat,CHANASMA,GEN,17,Thakor Diwanji Hemaji,M,30,Garvi Gujarat Party,5,1458,292322,186118,0.78,63.67,406,0.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101366,yes,Local Party,24361,5th Pass,Agriculture,,,
14,12,Patan,North Gujarat,CHANASMA,GEN,17,Baloch Jalamkhan Kayamkhan,M,48,IND,6,1052,292322,186118,0.57,63.67,307,0.16,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101370,yes,Independents,10809,Illiterate,Agriculture,,,
14,12,Patan,North Gujarat,CHANASMA,GEN,17,Shankarbhai Sagarambhai Rabari,M,45,Jan Sewa Driver Party,7,745,292322,186118,0.4,63.67,169,0.09,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101369,yes,Local Party,25150,8th Pass,Business,Agricultural Business,,
14,12,Patan,North Gujarat,CHANASMA,GEN,17,Shivanandji Sarswati Gurushree Madhvanandji,M,36,Gujarat Nav Nirman Sena,8,576,292322,186118,0.31,63.67,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.33,AEGJ101368,yes,Local Party,24146,12th Pass,Other,,,
14,12,Patan,North Gujarat,PATAN,GEN,18,KIRITKUMAR CHIMANLAL PATEL,M,53,INC,1,103505,306170,206352,50.16,67.4,17177,8.32,TRUE,2,INC,3482,PATAN,TRUE,TRUE,2,FALSE,TRUE,TRUE,16,2.33,AEGJ1706,no,National Party,3482,Doctorate,Other,,,
14,12,Patan,North Gujarat,PATAN,GEN,18,DR. RAJULBEN DESAI,F,44,BJP,2,86328,306170,206352,41.84,67.4,79520,38.54,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101371,no,National Party,1605,Doctorate,Agriculture,,Education,College Professor or Lecturer
14,12,Patan,North Gujarat,PATAN,GEN,18,LALESHBHAI THAKKAR,M,48,AAAP,3,6808,306170,206352,3.3,67.4,4327,2.1,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101376,yes,State-based Party (Other State),13,12th Pass,Business,"Real Estate or Builder or Developer or Construction, Contractor",,
14,12,Patan,North Gujarat,PATAN,GEN,18,NOTA,,,None of the Above,4,2481,306170,206352,1.2,67.4,148,0.07,TRUE,,,,,,,,,,,16,2.33,,,,,,,,,
14,12,Patan,North Gujarat,PATAN,GEN,18,SHABBIRHUSEN AAJAMBHAI MALEK,M,47,IND,5,2333,306170,206352,1.13,67.4,1292,0.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101385,yes,Independents,10809,12th Pass,Labourer or Daily Wage,Taxi Driver,,
14,12,Patan,North Gujarat,PATAN,GEN,18,ROHIT SENMA ALIAS NAGJI,M,32,IND,6,1041,306170,206352,0.5,67.4,128,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101384,yes,Independents,10809,10th Pass,Other,,,
14,12,Patan,North Gujarat,PATAN,GEN,18,SARVAKAR HASUMATIBEN PARASHOTTAMBHAI,F,33,BSP,7,913,306170,206352,0.44,67.4,266,0.13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101372,yes,State-based Party (Other State),16651,Post Graduate,Liberal Profession or Professional,Lawyer,,
14,12,Patan,North Gujarat,PATAN,GEN,18,MANSURI TOFIKBHAI UMARBHAI,M,43,IND,8,647,306170,206352,0.31,67.4,160,0.08,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101383,yes,Independents,10809,5th Pass,Labourer or Daily Wage,Truck Driver,,
14,12,Patan,North Gujarat,PATAN,GEN,18,PRHLADJI PRADHANJI THAKOR,M,42,IND,9,487,306170,206352,0.24,67.4,164,0.08,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101382,yes,Independents,10809,12th Pass,Salaried Work or Employed,Insurance Agent,Agriculture,
14,12,Patan,North Gujarat,PATAN,GEN,18,PRAVINBHAI DAHYALAL JADAV,M,64,IND,10,323,306170,206352,0.16,67.4,44,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101381,yes,Independents,10809,12th Pass,Retired or Pension,,,
14,12,Patan,North Gujarat,PATAN,GEN,18,BHARTJI KANTIJI THAKOR,M,27,National Maha Sabha Party,11,279,306170,206352,0.14,67.4,5,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101375,yes,,25137,8th Pass,Business,,,
14,12,Patan,North Gujarat,PATAN,GEN,18,PARMAR HITENDRAKUMAR GANESHBHAI,M,47,IND,12,274,306170,206352,0.13,67.4,43,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,16,2.33,AEGJ101379,yes,Independents,10809,12th Pass,Labourer or Daily Wage,,,
