AE_Gujarat 2022
Assembly_No,month,District_Name,Sub_Region,Constituency,Type,Number,Candidate,Sex,Age,Party,Position,Votes,Electors,Valid_Votes,Vote_Share,Turnout_Percentage,Margin,Margin_Percentage,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,N_Cand,ENOP,pid,Deposit_Lost,Party_Type_TCPD,Party_ID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,MILIND BAUDDH (MANUBHAI),M,46,IND,4,3596,281351,194732,1.85,69.21,1068,0.55,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101576,yes,Independents,10809,Post Graduate,Other,,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,NOTA,,,None of the Above,5,2528,281351,194732,1.3,69.21,640,0.33,TRUE,,,,,,,,,,,15,2.63,,,,,,,,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,CHAUHAN KALUBHAI MAPABHAI,M,57,BSP,6,1888,281351,194732,0.97,69.21,585,0.3,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101567,yes,State-based Party (Other State),16651,5th Pass,Agricultural Labour,,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,VAGHELA BHAILALBHAI CHHELABHAI,M,59,IND,7,1303,281351,194732,0.67,69.21,514,0.26,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101579,yes,Independents,10809,8th Pass,Agriculture,,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,SOLANKI MAHESHBHAI RAMANBHAI,M,31,IND,8,789,281351,194732,0.41,69.21,43,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101580,yes,Independents,10809,12th Pass,Business,,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,MAHANT DEVENDRA MOHANDAS,M,28,Gunj Satya Ni Janata Party,9,746,281351,194732,0.38,69.21,57,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101573,yes,Local Party,25147,Post Graduate,Agriculture,,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,ANSOYABEN PATEL,F,50,Aadi Bharat Party,10,689,281351,194732,0.35,69.21,125,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101569,yes,Local Party,25139,8th Pass,Other,Household,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,CHUNARA PRAKASHBHAI BHAILALBHAI,M,31,IND,11,564,281351,194732,0.29,69.21,98,0.05,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101574,yes,Independents,10809,10th Pass,Labourer or Daily Wage,Truck Driver,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,VAGHARI KANUBHAI GOVINDBHAI,M,50,IND,12,466,281351,194732,0.24,69.21,58,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101577,yes,Independents,10809,5th Pass,Agriculture,,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,PRAJAPATI VIJAYKUMAR AMRUTBHAI,M,32,Garvi Gujarat Party,13,408,281351,194732,0.21,69.21,2,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101572,yes,Local Party,24361,8th Pass,Small Business or Self-employed,,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,PAGI GANAPATBHAI MAVJIBHAI,M,56,Praja Vijay Paksh,14,406,281351,194732,0.21,69.21,17,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101571,yes,,25135,12th Pass,Salaried Work or Employed,Managerial Position,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,VAGHELA ALPESHSINH SURUBHA,M,45,IND,15,389,281351,194732,0.2,69.21,97,0.05,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101578,yes,Independents,10809,Graduate,Agriculture,,,
14,12,Ahmedabad,North Gujarat,SANAND,GEN,40,PATEL NAVGHANBHAI MANGABHAI,M,75,IND,16,292,281351,194732,0.15,69.21,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.63,AEGJ101575,yes,Independents,10809,5th Pass,Business,Petrol Pumps,Agriculture,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,PATEL BHUPENDRABHAI RAJNIKANT,M,60,BJP,1,213530,428542,257411,82.95,60.07,192263,74.69,TRUE,2,BJP,1605,GHATLODIA,TRUE,TRUE,2,FALSE,TRUE,TRUE,9,1.43,AEGJ727,no,National Party,1605,12th Pass,Social Work,,,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,Dr.AMEE YAJNIK,F,63,INC,2,21267,428542,257411,8.26,60.07,5073,1.97,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.43,AEGJ101581,yes,National Party,3482,Doctorate,Liberal Profession or Professional,Lawyer,,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,VIJAY PATEL,M,40,AAAP,3,16194,428542,257411,6.29,60.07,12201,4.74,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.43,AEGJ101585,yes,State-based Party (Other State),13,Post Graduate,Other,,,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,NOTA,,,None of the Above,4,3993,428542,257411,1.55,60.07,3214,1.25,TRUE,,,,,,,,,,,9,1.43,,,,,,,,,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,NIMESH ATMARAM PATEL,M,47,Gunj Satya Ni Janata Party,5,779,428542,257411,0.3,60.07,254,0.1,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.43,AEGJ101583,yes,Local Party,25147,Others,Business,,Agriculture,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,JAYENDRA K. RATHOD,M,39,Vyavastha Parivartan Party,6,525,428542,257411,0.2,60.07,150,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.43,AEGJ101582,yes,Local Party,8518,Post Graduate,Other,,,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,NARESH NARAYANBHAI PRIYDARSHI,M,40,IND,7,375,428542,257411,0.15,60.07,84,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.43,AEGJ101588,yes,Independents,10809,Post Graduate,Business,,Agriculture,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,SANJUBEN SOHANLAL REGAR,F,33,Jan Sewa Driver Party,8,291,428542,257411,0.11,60.07,15,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.43,AEGJ101586,yes,Local Party,25150,Graduate,Small Business or Self-employed,,,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,HITENDRA PATEL,M,53,Aadi Bharat Party,9,276,428542,257411,0.11,60.07,95,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.43,AEGJ101587,yes,Local Party,25139,12th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,GHATLODIA,GEN,41,RAHUL CHIMANBHAI MEHTA,M,54,Right to Recall Party,10,181,428542,257411,0.07,60.07,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.43,AEGJ101584,yes,Local Party,17316,Post Graduate,Salaried Work or Employed,Engineer,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,AMIT THAKER,M,51,BJP,1,128049,388858,227943,56.18,58.62,59651,26.17,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,15,2.38,AEGJ101589,no,National Party,1605,Post Graduate,Other,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,RAJENDRA PATEL (RAJUBHAI MAKARABA),M,51,INC,2,68398,388858,227943,30.01,58.62,46204,20.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101590,no,National Party,3482,Others,Other,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,KALPESH PATEL (BHOLABHAI),M,52,AAAP,3,22194,388858,227943,9.74,58.62,19304,8.47,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101591,yes,State-based Party (Other State),13,Graduate,Business,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,NOTA,,,None of the Above,4,2890,388858,227943,1.27,58.62,575,0.25,TRUE,,,,,,,,,,,15,2.38,,,,,,,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,SAIYED PIRHUSEN (YASIN BAPU),M,46,IND,5,2315,388858,227943,1.02,58.62,2,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101602,yes,Independents,10809,8th Pass,Business,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,ZAINAB SHAIKH,F,39,AIMIM,6,2313,388858,227943,1.01,58.62,1940,0.85,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101592,yes,State-based Party (Other State),706,12th Pass,Other,Household,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,SOLANKI VINODBHAI (SAVAJ),M,37,IND,7,373,388858,227943,0.16,58.62,98,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101603,yes,Independents,10809,12th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,MOHAMAD FARUK SHAIKH,M,57,IND,8,275,388858,227943,0.12,58.62,70,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101599,yes,Independents,10809,5th Pass,Business,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,SHAH ANKIT,M,39,Bharatiya Yuva Jan Ekta Party,9,205,388858,227943,0.09,58.62,19,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101595,yes,Local Party,25140,Graduate,Liberal Profession or Professional,Consultant,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,MANSURI SUHANA AHEMADBHAI,F,57,IND,10,186,388858,227943,0.08,58.62,15,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101598,yes,Independents,10809,10th Pass,Other,Household,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,SABIRALIKHAN SAHEBDALIKHAN PATHAN,M,47,IND,11,171,388858,227943,0.08,58.62,31,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101601,yes,Independents,10809,12th Pass,Business,Transport,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,MEMAN MUHAMMADHUSEN ABDULLAHBHAI,M,29,SDPI,12,140,388858,227943,0.06,58.62,8,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101594,yes,Local Party,7985,5th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,PARTHIV VIJAYKUMAR DAVE,M,45,Right to Recall Party,13,132,388858,227943,0.06,58.62,3,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101593,yes,Local Party,17316,Post Graduate,Business,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,SHAIKH ARIF (FAUJI),M,48,IND,14,129,388858,227943,0.06,58.62,32,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101600,yes,Independents,10809,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,TANVEERUDDIN ILMUDDIN SHAIKH,M,59,IND,15,97,388858,227943,0.04,58.62,21,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101597,yes,Independents,10809,Graduate,Retired or Pension,,,
14,12,Ahmedabad,North Gujarat,VEJALPUR,GEN,42,SHAIKH SHAUKATALI ABDULKARIM,M,47,Jan Sewa Driver Party,16,76,388858,227943,0.03,58.62,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,15,2.38,AEGJ101596,yes,Local Party,25150,8th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Babusinh Sarabhai Jadav,M,64,BJP,1,151710,398685,236715,64.09,59.37,100046,42.26,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,14,2.13,AEGJ101605,no,National Party,1605,10th Pass,Business,,Salaried Work or Employed,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Balvantsinh Hemantsang Gadhavi,M,48,INC,2,51664,398685,236715,21.83,59.37,26717,11.29,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101604,no,National Party,3482,12th Pass,Business,Real Estate or Builder or Developer or Construction,Agriculture,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Bipin Patel,M,41,AAAP,3,24947,398685,236715,10.54,59.37,22205,9.38,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101611,yes,State-based Party (Other State),13,10th Pass,Business,Manufacturer,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,NOTA,,,None of the Above,4,2742,398685,236715,1.16,59.37,1130,0.48,TRUE,,,,,,,,,,,14,2.13,,,,,,,,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Kalpeshbhai Narayanbhai Shete,M,42,Gunj Satya Ni Janata Party,5,1612,398685,236715,0.68,59.37,807,0.34,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101606,yes,Local Party,25147,Graduate Professional,Business,,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Sujith Diwakar Pandey,M,29,IND,6,805,398685,236715,0.34,59.37,247,0.1,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101617,yes,Independents,10809,12th Pass,Small Business or Self-employed,Self-employed,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Rakesh Ramdev Yadav,M,37,SP,7,558,398685,236715,0.24,59.37,21,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101614,yes,State-based Party (Other State),7425,8th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Kartik Pandey,M,39,Praja Vijay Paksh,8,537,398685,236715,0.23,59.37,59,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101607,yes,,25135,12th Pass,Business,,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Patel Nikhil Bhikhabhai,M,32,Bharatiya National Janta Dal,9,478,398685,236715,0.2,59.37,94,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101610,yes,Local Party,9441,Others,Business,Trader,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Sharma Deepakkumar Vasudev,M,27,National Maha Sabha Party,10,384,398685,236715,0.16,59.37,2,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101616,yes,,25137,10th Pass,Business,Contractor,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Jignaba Omkarsinh Zala,F,32,Pachchasi Parivartan Samaj Party,11,382,398685,236715,0.16,59.37,60,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101609,yes,Local Party,25024,10th Pass,Other,Household,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Vishal Motilal Saroj,M,28,Jan Sangharsh Virat Party,12,322,398685,236715,0.14,59.37,114,0.05,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101615,yes,Local Party,4165,12th Pass,Small Business or Self-employed,Self-employed,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Mahendra Kunjadvala,M,41,Jan Man Party,13,208,398685,236715,0.09,59.37,11,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101612,yes,Local Party,25149,10th Pass,Salaried Work or Employed,,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Chaudhari Jagbirsingh,M,58,Jan Sewa Driver Party,14,197,398685,236715,0.08,59.37,28,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101608,yes,Local Party,25150,10th Pass,Business,,,
14,12,Ahmedabad,North Gujarat,VATVA,GEN,43,Mundra Anilkumar Niranjankumar,M,43,Log Party,15,169,398685,236715,0.07,59.37,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101613,yes,Local Party,25014,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,Amit Shah,M,63,BJP,1,119323,266486,148433,80.39,55.7,104796,70.6,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,9,1.52,AEGJ101618,no,National Party,1605,Graduate Professional,Retired or Pension,,Social Work,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,Bhikhubhai Hargovindbhai Dave (Bhikhu Dave -108),M,62,INC,2,14527,266486,148433,9.79,55.7,5060,3.41,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.52,AEGJ101619,yes,National Party,3482,Graduate,Business,,,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,Paras Rupeshkumar Shah,M,33,AAAP,3,9467,266486,148433,6.38,55.7,6411,4.32,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.52,AEGJ101622,yes,State-based Party (Other State),13,12th Pass,Salaried Work or Employed,Qualified Professional,Social Work,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,NOTA,,,None of the Above,4,3056,266486,148433,2.06,55.7,1979,1.33,TRUE,,,,,,,,,,,9,1.52,,,,,,,,,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,Moradiya Pravinbhai Mavjibhai,M,57,BSP,5,1077,266486,148433,0.73,55.7,769,0.52,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.52,AEGJ101620,yes,State-based Party (Other State),16651,8th Pass,Business,Contractor,,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,Meenakshi Joshi,F,60,SUCI,6,308,266486,148433,0.21,55.7,89,0.06,TRUE,2,SUCI,8082,ELLIS BRIDGE,TRUE,TRUE,0,FALSE,FALSE,TRUE,9,1.52,AEGJ3260,yes,State-based Party (Other State),8082,Post Graduate,Social Work,,,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,Gajjar Miteshkumar Narendrabhai,M,36,IND,7,219,266486,148433,0.15,55.7,31,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.52,AEGJ101626,yes,Independents,10809,10th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,Amiraj,M,37,IND,8,188,266486,148433,0.13,55.7,43,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.52,AEGJ101625,yes,Independents,10809,12th Pass,Salaried Work or Employed,Qualified Professional,,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,Mehta Ushabh Kaushikkumar (Rushabh),M,31,Bharatiya National Janta Dal,9,145,266486,148433,0.1,55.7,22,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.52,AEGJ101623,yes,Local Party,9441,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Ahmedabad,North Gujarat,ELLIS BRIDGE,GEN,44,Surendrabhai Keshavlal Shah,M,67,Right to Recall Party,10,123,266486,148433,0.08,55.7,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,1.52,AEGJ101624,yes,Local Party,17316,12th Pass,Business,,,
14,12,Ahmedabad,North Gujarat,NARANPURA,GEN,45,JITENDRAKUMAR RAMANLAL PATEL (JITU BHAGAT),M,60,BJP,1,108160,250187,139589,77.48,55.79,92800,66.48,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,5,1.61,AEGJ101627,no,National Party,1605,12th Pass,Business,,,
14,12,Ahmedabad,North Gujarat,NARANPURA,GEN,45,SONAL RAMANBHAI PATEL,F,62,INC,2,15360,250187,139589,11,55.79,3575,2.56,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,1.61,AEGJ101629,yes,National Party,3482,Post Graduate,Liberal Profession or Professional,Architect,,
14,12,Ahmedabad,North Gujarat,NARANPURA,GEN,45,PANKAJBHAI JAYANTILAL PATEL (BHEMABHAI),M,54,AAAP,3,11785,250187,139589,8.44,55.79,9148,6.55,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,1.61,AEGJ101631,yes,State-based Party (Other State),13,12th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,NARANPURA,GEN,45,NOTA,,,None of the Above,4,2637,250187,139589,1.89,55.79,1605,1.15,TRUE,,,,,,,,,,,5,1.61,,,,,,,,,
14,12,Ahmedabad,North Gujarat,NARANPURA,GEN,45,SENMA SHAILESHKUMAR BHIKHALAL (GIRISH RAVAT),M,37,BSP,5,1032,250187,139589,0.74,55.79,417,0.3,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,1.61,AEGJ101628,yes,State-based Party (Other State),16651,12th Pass,Small Business or Self-employed,,,
14,12,Ahmedabad,North Gujarat,NARANPURA,GEN,45,PUJABHAI VIRABHAI SALAT,M,40,Bhartiya Jan Parishad,6,615,250187,139589,0.44,55.79,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,1.61,AEGJ101630,yes,Local Party,25138,Graduate,Labourer or Daily Wage,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,JAGDISH VISHWAKARMA,M,49,BJP,1,93714,256737,151817,61.73,59.13,55198,36.36,TRUE,3,BJP,1605,NIKOL,TRUE,TRUE,3,FALSE,TRUE,TRUE,12,2.22,AEGJ13154,no,National Party,1605,12th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,RANJITSINH BARAD,M,50,INC,2,38516,256737,151817,25.37,59.13,23705,15.61,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101633,no,National Party,3482,Graduate,Other,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,ASHOKBHAI GAJERA,M,52,AAAP,3,14811,256737,151817,9.76,59.13,12872,8.48,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101634,yes,State-based Party (Other State),13,10th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,NOTA,,,None of the Above,4,1939,256737,151817,1.28,59.13,1223,0.81,TRUE,,,,,,,,,,,12,2.22,,,,,,,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,KALPESH N. SHETE (ADVOCATE),M,42,Gunj Satya Ni Janata Party,5,716,256737,151817,0.47,59.13,271,0.18,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101635,yes,Local Party,25147,Graduate Professional,Business,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,KAZI MOHMMED SALIM,M,31,SP,6,445,256737,151817,0.29,59.13,52,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101637,yes,State-based Party (Other State),7425,12th Pass,Labourer or Daily Wage,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,MAHERIYA ALPESHBHAI (LALABHAI),M,38,IND,7,393,256737,151817,0.26,59.13,1,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101642,yes,Independents,10809,5th Pass,Labourer or Daily Wage,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,HAFIZ ANSARI,M,29,IND,8,392,256737,151817,0.26,59.13,157,0.1,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101643,yes,Independents,10809,10th Pass,Other,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,AMJADHUSSAIN SHAIKH,M,45,IND,9,235,256737,151817,0.15,59.13,36,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101640,yes,Independents,10809,Post Graduate,Liberal Profession or Professional,Lawyer,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,GEETABEN PATEL,F,54,IND,10,199,256737,151817,0.13,59.13,6,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101641,yes,Independents,10809,Graduate Professional,Liberal Profession or Professional,Lawyer,Social Work,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,KALPESHBHAI KHAMAR,M,54,Rashtra Mangal Mission Party,11,193,256737,151817,0.13,59.13,53,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101636,yes,Local Party,6342,8th Pass,Salaried Work or Employed,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,SAMIR RAJESHKUMAR UPADHYAY,M,41,Saurashtra Janta Paksha,12,140,256737,151817,0.09,59.13,16,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101639,yes,Local Party,25156,8th Pass,Business,,,
14,12,Ahmedabad,North Gujarat,NIKOL,GEN,46,DHARMENDRA KUMAR PANDEY,M,28,Jan Sangharsh Virat Party,13,124,256737,151817,0.08,59.13,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12,2.22,AEGJ101638,yes,Local Party,4165,Others,Salaried Work or Employed,,,
14,12,Ahmedabad,North Gujarat,NARODA,GEN,47,KUKRANI PAYAL MANOJKUMAR,F,29,BJP,1,112767,296316,157749,71.49,53.24,83513,52.94,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,17,1.85,AEGJ101644,no,National Party,1605,Graduate Professional,Liberal Profession or Professional,Doctor,,
14,12,Ahmedabad,North Gujarat,NARODA,GEN,47,OMPRAKASH DAROGAPRASAD TIWARI,M,52,AAAP,2,29254,296316,157749,18.54,53.24,21227,13.46,TRUE,2,INC,3482,NARODA,TRUE,FALSE,0,TRUE,FALSE,TRUE,17,1.85,AEGJ1605,no,State-based Party (Other State),13,Graduate,Business,,,
14,12,Ahmedabad,North Gujarat,NARODA,GEN,47,MEGHRAJ DODWANI,M,65,NCP,3,8027,296316,157749,5.09,53.24,6542,4.15,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,17,1.85,AEGJ101645,yes,State-based Party,5792,10th Pass,Business,,,
14,12,Ahmedabad,North Gujarat,NARODA,GEN,47,NOTA,,,None of the Above,4,1485,296316,157749,0.94,53.24,169,0.11,TRUE,,,,,,,,,,,17,1.85,,,,,,,,,
14,12,Ahmedabad,North Gujarat,NARODA,GEN,47,SHARMA BRIJESHKUMAR UJAGARLAL,M,42,IND,5,1316,296316,157749,0.83,53.24,411,0.26,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,17,1.85,AEGJ101659,yes,Independents,10809,Graduate,Labourer or Daily Wage,,,
14,12,Ahmedabad,North Gujarat,NARODA,GEN,47,SUTHAR AMIT,M,46,IND,6,905,296316,157749,0.57,53.24,199,0.13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,17,1.85,AEGJ101660,yes,Independents,10809,10th Pass,Business,Agricultural Business,,
